pickup_location,drop_location,AverageDistance
"Woodhaven, Boro Zone, Queens","Glen Oaks, Boro Zone, Queens",11.655
"Woodhaven, Boro Zone, Queens","Glendale, Boro Zone, Queens",1.932622951
"Woodhaven, Boro Zone, Queens","Gowanus, Boro Zone, Brooklyn",12.36666667
"Woodhaven, Boro Zone, Queens","Gramercy, Yellow Zone, Manhattan",10.62333333
"Woodhaven, Boro Zone, Queens","Gravesend, Boro Zone, Brooklyn",13.74
"Woodhaven, Boro Zone, Queens","Greenpoint, Boro Zone, Brooklyn",7.823333333
"Woodhaven, Boro Zone, Queens","Greenwich Village North, Yellow Zone, Manhattan",11.75
"Woodhaven, Boro Zone, Queens","Hamilton Heights, Boro Zone, Manhattan",19.99333333
"Woodhaven, Boro Zone, Queens","Hammels/Arverne, Boro Zone, Queens",10.014
"Woodhaven, Boro Zone, Queens","Highbridge, Boro Zone, Bronx",17.44
"Woodhaven, Boro Zone, Queens","Hillcrest/Pomonok, Boro Zone, Queens",5.533218391
"Woodhaven, Boro Zone, Queens","Hollis, Boro Zone, Queens",6.69
"Woodhaven, Boro Zone, Queens","Homecrest, Boro Zone, Brooklyn",11.62857143
"Woodhaven, Boro Zone, Queens","Howard Beach, Boro Zone, Queens",2.2
"Woodhaven, Boro Zone, Queens","Inwood Hill Park, Boro Zone, Manhattan",19.68
"Woodhaven, Boro Zone, Queens","Jackson Heights, Boro Zone, Queens",6.222352941
"Woodhaven, Boro Zone, Queens","Jamaica, Boro Zone, Queens",3.876557377
"Woodhaven, Boro Zone, Queens","Jamaica Estates, Boro Zone, Queens",6.175
"Woodhaven, Boro Zone, Queens","JFK Airport, Airports, Queens",8.502
"Woodhaven, Boro Zone, Queens","Kew Gardens, Boro Zone, Queens",2.734375
"Woodhaven, Boro Zone, Queens","Kew Gardens Hills, Boro Zone, Queens",5.0455
"Woodhaven, Boro Zone, Queens","Kingsbridge Heights, Boro Zone, Bronx",15.56
"Woodhaven, Boro Zone, Queens","Kips Bay, Yellow Zone, Manhattan",11.79047619
"Woodhaven, Boro Zone, Queens","LaGuardia Airport, Airports, Queens",7.975
"Woodhaven, Boro Zone, Queens","Laurelton, Boro Zone, Queens",7.87
"Woodhaven, Boro Zone, Queens","Lenox Hill East, Yellow Zone, Manhattan",12.06090909
"Woodhaven, Boro Zone, Queens","Lenox Hill West, Yellow Zone, Manhattan",10.84166667
"Woodhaven, Boro Zone, Queens","Lincoln Square West, Yellow Zone, Manhattan",12.77
"Woodhaven, Boro Zone, Queens","Little Italy/NoLiTa, Yellow Zone, Manhattan",11.7
"Woodhaven, Boro Zone, Queens","Long Island City/Hunters Point, Boro Zone, Queens",9.266
"Woodhaven, Boro Zone, Queens","Long Island City/Queens Plaza, Boro Zone, Queens",7.4925
"Woodhaven, Boro Zone, Queens","Lower East Side, Yellow Zone, Manhattan",12.78714286
"Woodhaven, Boro Zone, Queens","Manhattan Beach, Boro Zone, Brooklyn",13.55
"Woodhaven, Boro Zone, Queens","Manhattan Valley, Yellow Zone, Manhattan",6.905
"Woodhaven, Boro Zone, Queens","Marine Park/Floyd Bennett Field, Boro Zone, Brooklyn",9.98
"Woodhaven, Boro Zone, Queens","Mariners Harbor, Boro Zone, Staten Island",24.845
"Woodhaven, Boro Zone, Queens","Maspeth, Boro Zone, Queens",5.045
"Woodhaven, Boro Zone, Queens","Meatpacking/West Village West, Yellow Zone, Manhattan",12.01
"Woodhaven, Boro Zone, Queens","Melrose South, Boro Zone, Bronx",15.6
"Woodhaven, Boro Zone, Queens","Middle Village, Boro Zone, Queens",3.84
"Woodhaven, Boro Zone, Queens","Midtown Center, Yellow Zone, Manhattan",14.335
"Woodhaven, Boro Zone, Queens","Midtown East, Yellow Zone, Manhattan",10.66
"Woodhaven, Boro Zone, Queens","Midtown North, Yellow Zone, Manhattan",11.495
"Woodhaven, Boro Zone, Queens","Midtown South, Yellow Zone, Manhattan",11.20333333
"Woodhaven, Boro Zone, Queens","Morrisania/Melrose, Boro Zone, Bronx",10.9175
"Woodhaven, Boro Zone, Queens","Mott Haven/Port Morris, Boro Zone, Bronx",11.28
"Woodhaven, Boro Zone, Queens","Mount Hope, Boro Zone, Bronx",18.22666667
"Woodhaven, Boro Zone, Queens","Murray Hill, Yellow Zone, Manhattan",11.129
"Woodhaven, Boro Zone, Queens","Murray Hill-Queens, Boro Zone, Queens",10.07
"Woodhaven, Boro Zone, Queens","North Corona, Boro Zone, Queens",7.7575
"Woodhaven, Boro Zone, Queens","Oakland Gardens, Boro Zone, Queens",9.01
"Woodhaven, Boro Zone, Queens","Ocean Hill, Boro Zone, Brooklyn",4.508333333
"Woodhaven, Boro Zone, Queens","Old Astoria, Boro Zone, Queens",10.66307692
"Woodhaven, Boro Zone, Queens","Ozone Park, Boro Zone, Queens",1.092727273
"Woodhaven, Boro Zone, Queens","Park Slope, Boro Zone, Brooklyn",8.045
"Woodhaven, Boro Zone, Queens","Parkchester, Boro Zone, Bronx",14.65166667
"Woodhaven, Boro Zone, Queens","Pelham Bay, Boro Zone, Bronx",13.11
"Woodhaven, Boro Zone, Queens","Pelham Bay Park, Boro Zone, Bronx",14.75
"Woodhaven, Boro Zone, Queens","Pelham Parkway, Boro Zone, Bronx",15.27833333
"Woodhaven, Boro Zone, Queens","Penn Station/Madison Sq West, Yellow Zone, Manhattan",13.134
"Woodhaven, Boro Zone, Queens","Port Richmond, Boro Zone, Staten Island",0
"Woodhaven, Boro Zone, Queens","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",5.332307692
"Woodhaven, Boro Zone, Queens","Queens Village, Boro Zone, Queens",7.814285714
"Woodhaven, Boro Zone, Queens","Queensboro Hill, Boro Zone, Queens",6.776363636
"Woodhaven, Boro Zone, Queens","Randalls Island, Yellow Zone, Manhattan",13.482
"Woodhaven, Boro Zone, Queens","Red Hook, Boro Zone, Brooklyn",11.95
"Woodhaven, Boro Zone, Queens","Rego Park, Boro Zone, Queens",3.144864865
"Woodhaven, Boro Zone, Queens","Richmond Hill, Boro Zone, Queens",1.96
"Woodhaven, Boro Zone, Queens","Ridgewood, Boro Zone, Queens",3.698571429
"Woodhaven, Boro Zone, Queens","Rockaway Park, Boro Zone, Queens",6.936666667
"Woodhaven, Boro Zone, Queens","Roosevelt Island, Boro Zone, Manhattan",6.126666667
"Woodhaven, Boro Zone, Queens","Rosedale, Boro Zone, Queens",7.367142857
"Woodhaven, Boro Zone, Queens","Saint Albans, Boro Zone, Queens",6.0475
"Woodhaven, Boro Zone, Queens","Saint Michaels Cemetery/Woodside, Boro Zone, Queens",8.755
"Woodhaven, Boro Zone, Queens","Schuylerville/Edgewater Park, Boro Zone, Bronx",13.29
"Woodhaven, Boro Zone, Queens","Seaport, Yellow Zone, Manhattan",7.943333333
"Woodhaven, Boro Zone, Queens","Sheepshead Bay, Boro Zone, Brooklyn",11.01
"Woodhaven, Boro Zone, Queens","SoHo, Yellow Zone, Manhattan",10.97
"Woodhaven, Boro Zone, Queens","Soundview/Bruckner, Boro Zone, Bronx",15.11
"Woodhaven, Boro Zone, Queens","Soundview/Castle Hill, Boro Zone, Bronx",14.60777778
"Woodhaven, Boro Zone, Queens","South Jamaica, Boro Zone, Queens",3.6
"Woodhaven, Boro Zone, Queens","South Ozone Park, Boro Zone, Queens",2.007755102
"Woodhaven, Boro Zone, Queens","South Williamsburg, Boro Zone, Brooklyn",8.67
"Woodhaven, Boro Zone, Queens","Springfield Gardens North, Boro Zone, Queens",6.262222222
"Woodhaven, Boro Zone, Queens","Springfield Gardens South, Boro Zone, Queens",7.002727273
"Woodhaven, Boro Zone, Queens","Starrett City, Boro Zone, Brooklyn",5.0475
"Woodhaven, Boro Zone, Queens","Steinway, Boro Zone, Queens",11.60666667
"Woodhaven, Boro Zone, Queens","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",10.08
"Woodhaven, Boro Zone, Queens","Stuyvesant Heights, Boro Zone, Brooklyn",6.73
"Woodhaven, Boro Zone, Queens","Sunnyside, Boro Zone, Queens",8.486666667
"Woodhaven, Boro Zone, Queens","Sunset Park East, Boro Zone, Brooklyn",21.6
"Woodhaven, Boro Zone, Queens","Sunset Park West, Boro Zone, Brooklyn",11.65375
"Woodhaven, Boro Zone, Queens","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",11.52625
"Woodhaven, Boro Zone, Queens","Times Sq/Theatre District, Yellow Zone, Manhattan",12.74
"Woodhaven, Boro Zone, Queens","TriBeCa/Civic Center, Yellow Zone, Manhattan",7.486666667
"Woodhaven, Boro Zone, Queens","Two Bridges/Seward Park, Yellow Zone, Manhattan",11.96
"Woodhaven, Boro Zone, Queens","UN/Turtle Bay South, Yellow Zone, Manhattan",9.933333333
"Woodhaven, Boro Zone, Queens","Union Sq, Yellow Zone, Manhattan",11.98
"Woodhaven, Boro Zone, Queens","University Heights/Morris Heights, Boro Zone, Bronx",18.13666667
"Woodhaven, Boro Zone, Queens","Upper East Side North, Yellow Zone, Manhattan",12.95842105
"Woodhaven, Boro Zone, Queens","Upper East Side South, Yellow Zone, Manhattan",11.73555556
"Woodhaven, Boro Zone, Queens","Upper West Side North, Yellow Zone, Manhattan",12.406
"Woodhaven, Boro Zone, Queens","Upper West Side South, Yellow Zone, Manhattan",15.08333333
"Woodhaven, Boro Zone, Queens","Van Cortlandt Village, Boro Zone, Bronx",20.28
"Woodhaven, Boro Zone, Queens","Van Nest/Morris Park, Boro Zone, Bronx",13.95142857
"Woodhaven, Boro Zone, Queens","Washington Heights North, Boro Zone, Manhattan",17.81
"Woodhaven, Boro Zone, Queens","Washington Heights South, Boro Zone, Manhattan",18.195
"Woodhaven, Boro Zone, Queens","West Farms/Bronx River, Boro Zone, Bronx",14.07
"Woodhaven, Boro Zone, Queens","West Village, Yellow Zone, Manhattan",11.84
"Woodhaven, Boro Zone, Queens","Westchester Village/Unionport, Boro Zone, Bronx",14.15
"Woodhaven, Boro Zone, Queens","Whitestone, Boro Zone, Queens",9.545
"Woodhaven, Boro Zone, Queens","Williamsbridge/Olinville, Boro Zone, Bronx",19.432
"Woodhaven, Boro Zone, Queens","Williamsburg (North Side), Boro Zone, Brooklyn",10.68
"Woodhaven, Boro Zone, Queens","Williamsburg (South Side), Boro Zone, Brooklyn",9.05
"Woodhaven, Boro Zone, Queens","Woodhaven, Boro Zone, Queens",0.57760274
"Woodhaven, Boro Zone, Queens","Woodlawn/Wakefield, Boro Zone, Bronx",19.25
"Woodhaven, Boro Zone, Queens","Woodside, Boro Zone, Queens",8.691666667
"Woodhaven, Boro Zone, Queens","World Trade Center, Yellow Zone, Manhattan",15.23333333
"Woodhaven, Boro Zone, Queens","Yorkville West, Yellow Zone, Manhattan",15.3025
"Woodlawn/Wakefield, Boro Zone, Bronx","Allerton/Pelham Gardens, Boro Zone, Bronx",3.527169811
"Woodlawn/Wakefield, Boro Zone, Bronx","Alphabet City, Yellow Zone, Manhattan",16.56
"Woodlawn/Wakefield, Boro Zone, Bronx","Astoria, Boro Zone, Queens",13.45
"Woodlawn/Wakefield, Boro Zone, Bronx","Baisley Park, Boro Zone, Queens",17.77
"Woodlawn/Wakefield, Boro Zone, Bronx","Battery Park City, Yellow Zone, Manhattan",17.11888889
"Woodlawn/Wakefield, Boro Zone, Bronx","Bay Ridge, Boro Zone, Brooklyn",27.32166667
"Woodlawn/Wakefield, Boro Zone, Bronx","Bay Terrace/Fort Totten, Boro Zone, Queens",9.85
"Woodlawn/Wakefield, Boro Zone, Bronx","Bedford, Boro Zone, Brooklyn",21.49357143
"Woodlawn/Wakefield, Boro Zone, Bronx","Bedford Park, Boro Zone, Bronx",4.081714286
"Woodlawn/Wakefield, Boro Zone, Bronx","Belmont, Boro Zone, Bronx",4.725869565
"Woodlawn/Wakefield, Boro Zone, Bronx","Bensonhurst West, Boro Zone, Brooklyn",26.81
"Woodlawn/Wakefield, Boro Zone, Bronx","Boerum Hill, Boro Zone, Brooklyn",21.82
"Woodlawn/Wakefield, Boro Zone, Bronx","Brighton Beach, Boro Zone, Brooklyn",34.885
"Woodlawn/Wakefield, Boro Zone, Bronx","Bronx Park, Boro Zone, Bronx",3.885555556
"Woodlawn/Wakefield, Boro Zone, Bronx","Bronxdale, Boro Zone, Bronx",3.323275862
"Woodlawn/Wakefield, Boro Zone, Bronx","Brooklyn Heights, Boro Zone, Brooklyn",22.45
"Woodlawn/Wakefield, Boro Zone, Bronx","Brooklyn Navy Yard, Boro Zone, Brooklyn",21.09
"Woodlawn/Wakefield, Boro Zone, Bronx","Brownsville, Boro Zone, Brooklyn",22.14111111
"Woodlawn/Wakefield, Boro Zone, Bronx","Bushwick South, Boro Zone, Brooklyn",21.0175
"Woodlawn/Wakefield, Boro Zone, Bronx","Cambria Heights, Boro Zone, Queens",23.6825
"Woodlawn/Wakefield, Boro Zone, Bronx","Canarsie, Boro Zone, Brooklyn",27.02
"Woodlawn/Wakefield, Boro Zone, Bronx","Central Harlem, Boro Zone, Manhattan",10.86444444
"Woodlawn/Wakefield, Boro Zone, Bronx","Central Harlem North, Boro Zone, Manhattan",9.973043478
"Woodlawn/Wakefield, Boro Zone, Bronx","Central Park, Yellow Zone, Manhattan",12.21666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Chinatown, Yellow Zone, Manhattan",19.482
"Woodlawn/Wakefield, Boro Zone, Bronx","City Island, Boro Zone, Bronx",6.815
"Woodlawn/Wakefield, Boro Zone, Bronx","Claremont/Bathgate, Boro Zone, Bronx",5.932222222
"Woodlawn/Wakefield, Boro Zone, Bronx","Clinton East, Yellow Zone, Manhattan",15.61222222
"Woodlawn/Wakefield, Boro Zone, Bronx","Clinton Hill, Boro Zone, Brooklyn",14.74333333
"Woodlawn/Wakefield, Boro Zone, Bronx","Clinton West, Yellow Zone, Manhattan",13.6704
"Woodlawn/Wakefield, Boro Zone, Bronx","Co-Op City, Boro Zone, Bronx",2.576629213
"Woodlawn/Wakefield, Boro Zone, Bronx","Cobble Hill, Boro Zone, Brooklyn",22.63
"Woodlawn/Wakefield, Boro Zone, Bronx","Coney Island, Boro Zone, Brooklyn",33.1325
"Woodlawn/Wakefield, Boro Zone, Bronx","Corona, Boro Zone, Queens",14.69
"Woodlawn/Wakefield, Boro Zone, Bronx","Country Club, Boro Zone, Bronx",4.63
"Woodlawn/Wakefield, Boro Zone, Bronx","Crotona Park, Boro Zone, Bronx",6.53
"Woodlawn/Wakefield, Boro Zone, Bronx","Crotona Park East, Boro Zone, Bronx",6.649473684
"Woodlawn/Wakefield, Boro Zone, Bronx","Crown Heights North, Boro Zone, Brooklyn",23.00666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Cypress Hills, Boro Zone, Brooklyn",20.54
"Woodlawn/Wakefield, Boro Zone, Bronx","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",23.97
"Woodlawn/Wakefield, Boro Zone, Bronx","East Chelsea, Yellow Zone, Manhattan",16.90875
"Woodlawn/Wakefield, Boro Zone, Bronx","East Concourse/Concourse Village, Boro Zone, Bronx",7.253548387
"Woodlawn/Wakefield, Boro Zone, Bronx","East Flatbush/Farragut, Boro Zone, Brooklyn",19.8825
"Woodlawn/Wakefield, Boro Zone, Bronx","East Flatbush/Remsen Village, Boro Zone, Brooklyn",22.634
"Woodlawn/Wakefield, Boro Zone, Bronx","East Harlem North, Boro Zone, Manhattan",10.03487179
"Woodlawn/Wakefield, Boro Zone, Bronx","East Harlem South, Boro Zone, Manhattan",11.36453125
"Woodlawn/Wakefield, Boro Zone, Bronx","East New York, Boro Zone, Brooklyn",19.45375
"Woodlawn/Wakefield, Boro Zone, Bronx","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",20.135
"Woodlawn/Wakefield, Boro Zone, Bronx","East Tremont, Boro Zone, Bronx",1333.698571
"Woodlawn/Wakefield, Boro Zone, Bronx","East Village, Yellow Zone, Manhattan",11.73333333
"Woodlawn/Wakefield, Boro Zone, Bronx","East Williamsburg, Boro Zone, Brooklyn",17.97583333
"Woodlawn/Wakefield, Boro Zone, Bronx","Eastchester, Boro Zone, Bronx",1.865616438
"Woodlawn/Wakefield, Boro Zone, Bronx","Elmhurst, Boro Zone, Queens",29.03
"Woodlawn/Wakefield, Boro Zone, Bronx","Erasmus, Boro Zone, Brooklyn",24.90666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Far Rockaway, Boro Zone, Queens",13.695
"Woodlawn/Wakefield, Boro Zone, Bronx","Financial District North, Yellow Zone, Manhattan",17.73444444
"Woodlawn/Wakefield, Boro Zone, Bronx","Financial District South, Yellow Zone, Manhattan",20.2
"Woodlawn/Wakefield, Boro Zone, Bronx","Flatbush/Ditmas Park, Boro Zone, Brooklyn",22.23833333
"Woodlawn/Wakefield, Boro Zone, Bronx","Flatiron, Yellow Zone, Manhattan",17.21375
"Woodlawn/Wakefield, Boro Zone, Bronx","Flatlands, Boro Zone, Brooklyn",29.075
"Woodlawn/Wakefield, Boro Zone, Bronx","Flushing, Boro Zone, Queens",10.61
"Woodlawn/Wakefield, Boro Zone, Bronx","Flushing Meadows-Corona Park, Boro Zone, Queens",11.57
"Woodlawn/Wakefield, Boro Zone, Bronx","Fordham South, Boro Zone, Bronx",4.796363636
"Woodlawn/Wakefield, Boro Zone, Bronx","Fort Greene, Boro Zone, Brooklyn",21.642
"Woodlawn/Wakefield, Boro Zone, Bronx","Garment District, Yellow Zone, Manhattan",16.805
"Woodlawn/Wakefield, Boro Zone, Bronx","Glendale, Boro Zone, Queens",20.66666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Gowanus, Boro Zone, Brooklyn",22.84
"Woodlawn/Wakefield, Boro Zone, Bronx","Gramercy, Yellow Zone, Manhattan",16.934
"Woodlawn/Wakefield, Boro Zone, Bronx","Greenwich Village North, Yellow Zone, Manhattan",17.585
"Woodlawn/Wakefield, Boro Zone, Bronx","Greenwich Village South, Yellow Zone, Manhattan",16.97
"Woodlawn/Wakefield, Boro Zone, Bronx","Hamilton Heights, Boro Zone, Manhattan",7.9175
"Woodlawn/Wakefield, Boro Zone, Bronx","Hammels/Arverne, Boro Zone, Queens",30.04
"Woodlawn/Wakefield, Boro Zone, Bronx","Heartland Village/Todt Hill, Boro Zone, Staten Island",38.83
"Woodlawn/Wakefield, Boro Zone, Bronx","Highbridge, Boro Zone, Bronx",8.589
"Woodlawn/Wakefield, Boro Zone, Bronx","Highbridge Park, Boro Zone, Manhattan",8.84
"Woodlawn/Wakefield, Boro Zone, Bronx","Hillcrest/Pomonok, Boro Zone, Queens",18.13
"Woodlawn/Wakefield, Boro Zone, Bronx","Hollis, Boro Zone, Queens",11.34333333
"Woodlawn/Wakefield, Boro Zone, Bronx","Hudson Sq, Yellow Zone, Manhattan",18.75
"Woodlawn/Wakefield, Boro Zone, Bronx","Hunts Point, Boro Zone, Bronx",7.871666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Inwood, Boro Zone, Manhattan",6.656666667
"Woodlawn/Wakefield, Boro Zone, Bronx","Inwood Hill Park, Boro Zone, Manhattan",5.18
"Woodlawn/Wakefield, Boro Zone, Bronx","Jackson Heights, Boro Zone, Queens",14.23285714
"Woodlawn/Wakefield, Boro Zone, Bronx","Jamaica, Boro Zone, Queens",16.435
"Woodlawn/Wakefield, Boro Zone, Bronx","Jamaica Estates, Boro Zone, Queens",15.575
"Woodlawn/Wakefield, Boro Zone, Bronx","JFK Airport, Airports, Queens",22.92
"Woodlawn/Wakefield, Boro Zone, Bronx","Kensington, Boro Zone, Brooklyn",25.2
"Woodlawn/Wakefield, Boro Zone, Bronx","Kew Gardens, Boro Zone, Queens",17.81
"Woodlawn/Wakefield, Boro Zone, Bronx","Kew Gardens Hills, Boro Zone, Queens",17.33
"Woodlawn/Wakefield, Boro Zone, Bronx","Kingsbridge Heights, Boro Zone, Bronx",5.221632653
"Woodlawn/Wakefield, Boro Zone, Bronx","Kips Bay, Yellow Zone, Manhattan",15.8409375
"Woodlawn/Wakefield, Boro Zone, Bronx","LaGuardia Airport, Airports, Queens",16.065
"Woodlawn/Wakefield, Boro Zone, Bronx","Laurelton, Boro Zone, Queens",23.028
"Woodlawn/Wakefield, Boro Zone, Bronx","Lenox Hill East, Yellow Zone, Manhattan",13.07875
"Woodlawn/Wakefield, Boro Zone, Bronx","Lenox Hill West, Yellow Zone, Manhattan",2789.585
"Woodlawn/Wakefield, Boro Zone, Bronx","Lincoln Square East, Yellow Zone, Manhattan",15.18
"Woodlawn/Wakefield, Boro Zone, Bronx","Lincoln Square West, Yellow Zone, Manhattan",14.15
"Woodlawn/Wakefield, Boro Zone, Bronx","Long Island City/Queens Plaza, Boro Zone, Queens",18.02
"Woodlawn/Wakefield, Boro Zone, Bronx","Longwood, Boro Zone, Bronx",7.430909091
"Woodlawn/Wakefield, Boro Zone, Bronx","Lower East Side, Yellow Zone, Manhattan",8.77
"Woodlawn/Wakefield, Boro Zone, Bronx","Manhattan Beach, Boro Zone, Brooklyn",37.19
"Woodlawn/Wakefield, Boro Zone, Bronx","Manhattan Valley, Yellow Zone, Manhattan",14.025
"Woodlawn/Wakefield, Boro Zone, Bronx","Manhattanville, Boro Zone, Manhattan",9.824
"Woodlawn/Wakefield, Boro Zone, Bronx","Marble Hill, Boro Zone, Manhattan",4.354
"Woodlawn/Wakefield, Boro Zone, Bronx","Marine Park/Mill Basin, Boro Zone, Brooklyn",29.445
"Woodlawn/Wakefield, Boro Zone, Bronx","Meatpacking/West Village West, Yellow Zone, Manhattan",17.625
"Woodlawn/Wakefield, Boro Zone, Bronx","Melrose South, Boro Zone, Bronx",8.656538462
"Woodlawn/Wakefield, Boro Zone, Bronx","Midtown Center, Yellow Zone, Manhattan",16.2125
"Woodlawn/Wakefield, Boro Zone, Bronx","Midtown East, Yellow Zone, Manhattan",15.184
"Woodlawn/Wakefield, Boro Zone, Bronx","Midtown North, Yellow Zone, Manhattan",14.72571429
"Woodlawn/Wakefield, Boro Zone, Bronx","Midtown South, Yellow Zone, Manhattan",16.27333333
"Woodlawn/Wakefield, Boro Zone, Bronx","Midwood, Boro Zone, Brooklyn",27.34
"Woodlawn/Wakefield, Boro Zone, Bronx","Morningside Heights, Boro Zone, Manhattan",11.6252
"Woodlawn/Wakefield, Boro Zone, Bronx","Morrisania/Melrose, Boro Zone, Bronx",8.589642857
"Woodlawn/Wakefield, Boro Zone, Bronx","Mott Haven/Port Morris, Boro Zone, Bronx",9.124166667
"Woodlawn/Wakefield, Boro Zone, Bronx","Mount Hope, Boro Zone, Bronx",6.618928571
"Woodlawn/Wakefield, Boro Zone, Bronx","Murray Hill, Yellow Zone, Manhattan",15.26722222
"Woodlawn/Wakefield, Boro Zone, Bronx","Norwood, Boro Zone, Bronx",2.746296296
"Woodlawn/Wakefield, Boro Zone, Bronx","Ocean Hill, Boro Zone, Brooklyn",20.08
"Woodlawn/Wakefield, Boro Zone, Bronx","Old Astoria, Boro Zone, Queens",11.9525
"Woodlawn/Wakefield, Boro Zone, Bronx","Parkchester, Boro Zone, Bronx",5.888148148
"Woodlawn/Wakefield, Boro Zone, Bronx","Pelham Bay, Boro Zone, Bronx",3.795
"Woodlawn/Wakefield, Boro Zone, Bronx","Pelham Bay Park, Boro Zone, Bronx",3.56125
"Woodlawn/Wakefield, Boro Zone, Bronx","Pelham Parkway, Boro Zone, Bronx",4.4625
