pickup_location,drop_location,AverageDistance
"Claremont/Bathgate, Boro Zone, Bronx","Union Sq, Yellow Zone, Manhattan",10.95875
"Claremont/Bathgate, Boro Zone, Bronx","University Heights/Morris Heights, Boro Zone, Bronx",2.256614173
"Claremont/Bathgate, Boro Zone, Bronx","Upper East Side North, Yellow Zone, Manhattan",6.002727273
"Claremont/Bathgate, Boro Zone, Bronx","Upper East Side South, Yellow Zone, Manhattan",7.4616
"Claremont/Bathgate, Boro Zone, Bronx","Upper West Side North, Yellow Zone, Manhattan",7.472941176
"Claremont/Bathgate, Boro Zone, Bronx","Upper West Side South, Yellow Zone, Manhattan",8.823333333
"Claremont/Bathgate, Boro Zone, Bronx","Van Cortlandt Park, Boro Zone, Bronx",5.653333333
"Claremont/Bathgate, Boro Zone, Bronx","Van Cortlandt Village, Boro Zone, Bronx",3.153043478
"Claremont/Bathgate, Boro Zone, Bronx","Van Nest/Morris Park, Boro Zone, Bronx",5.284152047
"Claremont/Bathgate, Boro Zone, Bronx","Washington Heights North, Boro Zone, Manhattan",3.202051282
"Claremont/Bathgate, Boro Zone, Bronx","Washington Heights South, Boro Zone, Manhattan",2.740240964
"Claremont/Bathgate, Boro Zone, Bronx","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",9.679230769
"Claremont/Bathgate, Boro Zone, Bronx","West Concourse, Boro Zone, Bronx",1.992368421
"Claremont/Bathgate, Boro Zone, Bronx","West Farms/Bronx River, Boro Zone, Bronx",2.507173913
"Claremont/Bathgate, Boro Zone, Bronx","West Village, Yellow Zone, Manhattan",13.3125
"Claremont/Bathgate, Boro Zone, Bronx","Westchester Village/Unionport, Boro Zone, Bronx",3.544482759
"Claremont/Bathgate, Boro Zone, Bronx","Whitestone, Boro Zone, Queens",18.39
"Claremont/Bathgate, Boro Zone, Bronx","Williamsbridge/Olinville, Boro Zone, Bronx",5.486666667
"Claremont/Bathgate, Boro Zone, Bronx","Williamsburg (North Side), Boro Zone, Brooklyn",14.25
"Claremont/Bathgate, Boro Zone, Bronx","Williamsburg (South Side), Boro Zone, Brooklyn",15.49
"Claremont/Bathgate, Boro Zone, Bronx","Woodlawn/Wakefield, Boro Zone, Bronx",6.832608696
"Claremont/Bathgate, Boro Zone, Bronx","Woodside, Boro Zone, Queens",10.45142857
"Claremont/Bathgate, Boro Zone, Bronx","World Trade Center, Yellow Zone, Manhattan",16.47
"Claremont/Bathgate, Boro Zone, Bronx","Yorkville East, Yellow Zone, Manhattan",5.486666667
"Claremont/Bathgate, Boro Zone, Bronx","Yorkville West, Yellow Zone, Manhattan",7.032727273
"Clinton East, Yellow Zone, Manhattan","Astoria, Boro Zone, Queens",4.24
"Clinton East, Yellow Zone, Manhattan","Bay Ridge, Boro Zone, Brooklyn",12.7
"Clinton East, Yellow Zone, Manhattan","Bedford, Boro Zone, Brooklyn",8.33
"Clinton East, Yellow Zone, Manhattan","Bedford Park, Boro Zone, Bronx",12.87666667
"Clinton East, Yellow Zone, Manhattan","Bellerose, Boro Zone, Queens",16.67
"Clinton East, Yellow Zone, Manhattan","Belmont, Boro Zone, Bronx",10.92
"Clinton East, Yellow Zone, Manhattan","Boerum Hill, Boro Zone, Brooklyn",6.605
"Clinton East, Yellow Zone, Manhattan","Borough Park, Boro Zone, Brooklyn",13.325
"Clinton East, Yellow Zone, Manhattan","Brighton Beach, Boro Zone, Brooklyn",17.655
"Clinton East, Yellow Zone, Manhattan","Bronxdale, Boro Zone, Bronx",9.56
"Clinton East, Yellow Zone, Manhattan","Brooklyn Heights, Boro Zone, Brooklyn",5.94
"Clinton East, Yellow Zone, Manhattan","Brownsville, Boro Zone, Brooklyn",13.798
"Clinton East, Yellow Zone, Manhattan","Bushwick North, Boro Zone, Brooklyn",7.53
"Clinton East, Yellow Zone, Manhattan","Bushwick South, Boro Zone, Brooklyn",8.565
"Clinton East, Yellow Zone, Manhattan","Central Harlem, Boro Zone, Manhattan",4.638
"Clinton East, Yellow Zone, Manhattan","Central Harlem North, Boro Zone, Manhattan",5.939130435
"Clinton East, Yellow Zone, Manhattan","Central Park, Yellow Zone, Manhattan",1.95
"Clinton East, Yellow Zone, Manhattan","Claremont/Bathgate, Boro Zone, Bronx",11.19
"Clinton East, Yellow Zone, Manhattan","Clinton East, Yellow Zone, Manhattan",0.835714286
"Clinton East, Yellow Zone, Manhattan","Clinton West, Yellow Zone, Manhattan",0.47
"Clinton East, Yellow Zone, Manhattan","Co-Op City, Boro Zone, Bronx",16.246
"Clinton East, Yellow Zone, Manhattan","Coney Island, Boro Zone, Brooklyn",18.91333333
"Clinton East, Yellow Zone, Manhattan","Corona, Boro Zone, Queens",9.35
"Clinton East, Yellow Zone, Manhattan","Corona, Boro Zone, Queens",10.41
"Clinton East, Yellow Zone, Manhattan","Crotona Park East, Boro Zone, Bronx",9.36
"Clinton East, Yellow Zone, Manhattan","Crown Heights North, Boro Zone, Brooklyn",10.33615385
"Clinton East, Yellow Zone, Manhattan","Crown Heights South, Boro Zone, Brooklyn",11.29333333
"Clinton East, Yellow Zone, Manhattan","Cypress Hills, Boro Zone, Brooklyn",10.79
"Clinton East, Yellow Zone, Manhattan","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",7.02
"Clinton East, Yellow Zone, Manhattan","East Chelsea, Yellow Zone, Manhattan",2.11
"Clinton East, Yellow Zone, Manhattan","East Concourse/Concourse Village, Boro Zone, Bronx",8.308333333
"Clinton East, Yellow Zone, Manhattan","East Flatbush/Remsen Village, Boro Zone, Brooklyn",13.629
"Clinton East, Yellow Zone, Manhattan","East Harlem North, Boro Zone, Manhattan",5.272857143
"Clinton East, Yellow Zone, Manhattan","East Harlem South, Boro Zone, Manhattan",4.43125
"Clinton East, Yellow Zone, Manhattan","East New York, Boro Zone, Brooklyn",15.26714286
"Clinton East, Yellow Zone, Manhattan","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",13.03
"Clinton East, Yellow Zone, Manhattan","East Tremont, Boro Zone, Bronx",9.16
"Clinton East, Yellow Zone, Manhattan","Eastchester, Boro Zone, Bronx",17.15
"Clinton East, Yellow Zone, Manhattan","Elmhurst, Boro Zone, Queens",6.795
"Clinton East, Yellow Zone, Manhattan","Elmhurst/Maspeth, Boro Zone, Queens",6.72
"Clinton East, Yellow Zone, Manhattan","Erasmus, Boro Zone, Brooklyn",11.30857143
"Clinton East, Yellow Zone, Manhattan","Flatbush/Ditmas Park, Boro Zone, Brooklyn",10.52833333
"Clinton East, Yellow Zone, Manhattan","Flatiron, Yellow Zone, Manhattan",2.52
"Clinton East, Yellow Zone, Manhattan","Flatlands, Boro Zone, Brooklyn",13.65
"Clinton East, Yellow Zone, Manhattan","Flushing, Boro Zone, Queens",12.77
"Clinton East, Yellow Zone, Manhattan","Flushing Meadows-Corona Park, Boro Zone, Queens",10.3975
"Clinton East, Yellow Zone, Manhattan","Fordham South, Boro Zone, Bronx",10.51
"Clinton East, Yellow Zone, Manhattan","Forest Hills, Boro Zone, Queens",9.413333333
"Clinton East, Yellow Zone, Manhattan","Fort Greene, Boro Zone, Brooklyn",6.748571429
"Clinton East, Yellow Zone, Manhattan","Fresh Meadows, Boro Zone, Queens",13.42
"Clinton East, Yellow Zone, Manhattan","Gowanus, Boro Zone, Brooklyn",7.22
"Clinton East, Yellow Zone, Manhattan","Gramercy, Yellow Zone, Manhattan",2.705
"Clinton East, Yellow Zone, Manhattan","Greenpoint, Boro Zone, Brooklyn",3.95
"Clinton East, Yellow Zone, Manhattan","Greenwich Village North, Yellow Zone, Manhattan",2.5075
"Clinton East, Yellow Zone, Manhattan","Hamilton Heights, Boro Zone, Manhattan",6.276666667
"Clinton East, Yellow Zone, Manhattan","Hammels/Arverne, Boro Zone, Queens",29.69
"Clinton East, Yellow Zone, Manhattan","Highbridge, Boro Zone, Bronx",8.61
"Clinton East, Yellow Zone, Manhattan","Hillcrest/Pomonok, Boro Zone, Queens",12.44
"Clinton East, Yellow Zone, Manhattan","Hollis, Boro Zone, Queens",17.9
"Clinton East, Yellow Zone, Manhattan","Homecrest, Boro Zone, Brooklyn",12.59
"Clinton East, Yellow Zone, Manhattan","Hunts Point, Boro Zone, Bronx",9.08
"Clinton East, Yellow Zone, Manhattan","Inwood, Boro Zone, Manhattan",9.42
"Clinton East, Yellow Zone, Manhattan","Jackson Heights, Boro Zone, Queens",6.31
"Clinton East, Yellow Zone, Manhattan","Jamaica, Boro Zone, Queens",13.525
"Clinton East, Yellow Zone, Manhattan","Kensington, Boro Zone, Brooklyn",9.995
"Clinton East, Yellow Zone, Manhattan","Kew Gardens Hills, Boro Zone, Queens",12.02
"Clinton East, Yellow Zone, Manhattan","Kingsbridge Heights, Boro Zone, Bronx",10.575
"Clinton East, Yellow Zone, Manhattan","Kips Bay, Yellow Zone, Manhattan",2.55
"Clinton East, Yellow Zone, Manhattan","LaGuardia Airport, Airports, Queens",10.45
"Clinton East, Yellow Zone, Manhattan","Lenox Hill East, Yellow Zone, Manhattan",2.725
"Clinton East, Yellow Zone, Manhattan","Lincoln Square East, Yellow Zone, Manhattan",4.49
"Clinton East, Yellow Zone, Manhattan","Long Island City/Hunters Point, Boro Zone, Queens",3.89
"Clinton East, Yellow Zone, Manhattan","Longwood, Boro Zone, Bronx",8.27
"Clinton East, Yellow Zone, Manhattan","Lower East Side, Yellow Zone, Manhattan",4.11
"Clinton East, Yellow Zone, Manhattan","Madison, Boro Zone, Brooklyn",13.8
"Clinton East, Yellow Zone, Manhattan","Manhattan Beach, Boro Zone, Brooklyn",19.22
"Clinton East, Yellow Zone, Manhattan","Manhattan Valley, Yellow Zone, Manhattan",2.92
"Clinton East, Yellow Zone, Manhattan","Manhattanville, Boro Zone, Manhattan",5.005
"Clinton East, Yellow Zone, Manhattan","Melrose South, Boro Zone, Bronx",7.825
"Clinton East, Yellow Zone, Manhattan","Middle Village, Boro Zone, Queens",4.41
"Clinton East, Yellow Zone, Manhattan","Midtown Center, Yellow Zone, Manhattan",1.23
"Clinton East, Yellow Zone, Manhattan","Midtown East, Yellow Zone, Manhattan",1.495
"Clinton East, Yellow Zone, Manhattan","Midtown North, Yellow Zone, Manhattan",1.22
"Clinton East, Yellow Zone, Manhattan","Midtown South, Yellow Zone, Manhattan",2.28
"Clinton East, Yellow Zone, Manhattan","Morningside Heights, Boro Zone, Manhattan",6.298333333
"Clinton East, Yellow Zone, Manhattan","Morrisania/Melrose, Boro Zone, Bronx",10.086
"Clinton East, Yellow Zone, Manhattan","Mott Haven/Port Morris, Boro Zone, Bronx",7.539230769
"Clinton East, Yellow Zone, Manhattan","Mount Hope, Boro Zone, Bronx",9.9225
"Clinton East, Yellow Zone, Manhattan","Murray Hill, Yellow Zone, Manhattan",2.02
"Clinton East, Yellow Zone, Manhattan","Ocean Hill, Boro Zone, Brooklyn",11.595
"Clinton East, Yellow Zone, Manhattan","Ocean Parkway South, Boro Zone, Brooklyn",12.05
"Clinton East, Yellow Zone, Manhattan","Old Astoria, Boro Zone, Queens",10.71
"Clinton East, Yellow Zone, Manhattan","Park Slope, Boro Zone, Brooklyn",8.19
"Clinton East, Yellow Zone, Manhattan","Parkchester, Boro Zone, Bronx",12.27875
"Clinton East, Yellow Zone, Manhattan","Pelham Bay, Boro Zone, Bronx",15.35
"Clinton East, Yellow Zone, Manhattan","Penn Station/Madison Sq West, Yellow Zone, Manhattan",1.73
"Clinton East, Yellow Zone, Manhattan","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",10.187
"Clinton East, Yellow Zone, Manhattan","Prospect Heights, Boro Zone, Brooklyn",9.81
"Clinton East, Yellow Zone, Manhattan","Prospect Park, Boro Zone, Brooklyn",8.32
"Clinton East, Yellow Zone, Manhattan","Queensboro Hill, Boro Zone, Queens",11.25
"Clinton East, Yellow Zone, Manhattan","Red Hook, Boro Zone, Brooklyn",6.25
"Clinton East, Yellow Zone, Manhattan","Rego Park, Boro Zone, Queens",9.5
"Clinton East, Yellow Zone, Manhattan","Riverdale/North Riverdale/Fieldston, Boro Zone, Bronx",12.365
"Clinton East, Yellow Zone, Manhattan","Rockaway Park, Boro Zone, Queens",19
"Clinton East, Yellow Zone, Manhattan","Rosedale, Boro Zone, Queens",20.84333333
"Clinton East, Yellow Zone, Manhattan","Saint Albans, Boro Zone, Queens",16.02333333
"Clinton East, Yellow Zone, Manhattan","Soundview/Castle Hill, Boro Zone, Bronx",11.506
"Clinton East, Yellow Zone, Manhattan","South Ozone Park, Boro Zone, Queens",16.24
"Clinton East, Yellow Zone, Manhattan","Springfield Gardens South, Boro Zone, Queens",16.795
"Clinton East, Yellow Zone, Manhattan","Spuyten Duyvil/Kingsbridge, Boro Zone, Bronx",10.7
"Clinton East, Yellow Zone, Manhattan","Starrett City, Boro Zone, Brooklyn",16.65
"Clinton East, Yellow Zone, Manhattan","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",3.21
"Clinton East, Yellow Zone, Manhattan","Stuyvesant Heights, Boro Zone, Brooklyn",6.858
"Clinton East, Yellow Zone, Manhattan","Sunnyside, Boro Zone, Queens",5.2
"Clinton East, Yellow Zone, Manhattan","Sunset Park West, Boro Zone, Brooklyn",8.616666667
"Clinton East, Yellow Zone, Manhattan","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",1.67
"Clinton East, Yellow Zone, Manhattan","Times Sq/Theatre District, Yellow Zone, Manhattan",0.97
"Clinton East, Yellow Zone, Manhattan","UN/Turtle Bay South, Yellow Zone, Manhattan",1.475
"Clinton East, Yellow Zone, Manhattan","Union Sq, Yellow Zone, Manhattan",1.93
"Clinton East, Yellow Zone, Manhattan","University Heights/Morris Heights, Boro Zone, Bronx",9.318
"Clinton East, Yellow Zone, Manhattan","Upper East Side North, Yellow Zone, Manhattan",3.8325
"Clinton East, Yellow Zone, Manhattan","Upper East Side South, Yellow Zone, Manhattan",2.706666667
"Clinton East, Yellow Zone, Manhattan","Upper West Side North, Yellow Zone, Manhattan",2.242
"Clinton East, Yellow Zone, Manhattan","Upper West Side South, Yellow Zone, Manhattan",2.45
"Clinton East, Yellow Zone, Manhattan","Van Cortlandt Park, Boro Zone, Bronx",12.22
"Clinton East, Yellow Zone, Manhattan","Van Cortlandt Village, Boro Zone, Bronx",10.83
"Clinton East, Yellow Zone, Manhattan","Van Nest/Morris Park, Boro Zone, Bronx",12.31
"Clinton East, Yellow Zone, Manhattan","Washington Heights North, Boro Zone, Manhattan",8.969
"Clinton East, Yellow Zone, Manhattan","Washington Heights South, Boro Zone, Manhattan",7.194
"Clinton East, Yellow Zone, Manhattan","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",0.56
"Clinton East, Yellow Zone, Manhattan","West Concourse, Boro Zone, Bronx",9.17
"Clinton East, Yellow Zone, Manhattan","West Village, Yellow Zone, Manhattan",2.986666667
"Clinton East, Yellow Zone, Manhattan","Westchester Village/Unionport, Boro Zone, Bronx",12.94
"Clinton East, Yellow Zone, Manhattan","Williamsbridge/Olinville, Boro Zone, Bronx",15.64
"Clinton East, Yellow Zone, Manhattan","Williamsburg (North Side), Boro Zone, Brooklyn",6.4
"Clinton East, Yellow Zone, Manhattan","Woodhaven, Boro Zone, Queens",11.99
"Clinton East, Yellow Zone, Manhattan","Woodlawn/Wakefield, Boro Zone, Bronx",15.28
"Clinton East, Yellow Zone, Manhattan","Woodside, Boro Zone, Queens",5.75
"Clinton East, Yellow Zone, Manhattan","Yorkville West, Yellow Zone, Manhattan",3.145
"Clinton Hill, Boro Zone, Brooklyn","Newark Airport, EWR",16
"Clinton Hill, Boro Zone, Brooklyn","Allerton/Pelham Gardens, Boro Zone, Bronx",20.8
"Clinton Hill, Boro Zone, Brooklyn","Alphabet City, Yellow Zone, Manhattan",4.9745
"Clinton Hill, Boro Zone, Brooklyn","Astoria, Boro Zone, Queens",7.799090909
"Clinton Hill, Boro Zone, Brooklyn","Auburndale, Boro Zone, Queens",14.76
"Clinton Hill, Boro Zone, Brooklyn","Baisley Park, Boro Zone, Queens",9.928333333
"Clinton Hill, Boro Zone, Brooklyn","Bath Beach, Boro Zone, Brooklyn",8.979230769
"Clinton Hill, Boro Zone, Brooklyn","Battery Park, Yellow Zone, Manhattan",6.67
"Clinton Hill, Boro Zone, Brooklyn","Battery Park City, Yellow Zone, Manhattan",4.456
"Clinton Hill, Boro Zone, Brooklyn","Bay Ridge, Boro Zone, Brooklyn",7.608958333
"Clinton Hill, Boro Zone, Brooklyn","Bedford, Boro Zone, Brooklyn",1.195877863
"Clinton Hill, Boro Zone, Brooklyn","Bedford Park, Boro Zone, Bronx",5.76
"Clinton Hill, Boro Zone, Brooklyn","Belmont, Boro Zone, Bronx",23.47666667
"Clinton Hill, Boro Zone, Brooklyn","Bensonhurst East, Boro Zone, Brooklyn",7.695454545
"Clinton Hill, Boro Zone, Brooklyn","Bensonhurst West, Boro Zone, Brooklyn",7.664666667
"Clinton Hill, Boro Zone, Brooklyn","Bloomfield/Emerson Hill, Boro Zone, Staten Island",21.58
"Clinton Hill, Boro Zone, Brooklyn","Boerum Hill, Boro Zone, Brooklyn",1.545167785
"Clinton Hill, Boro Zone, Brooklyn","Borough Park, Boro Zone, Brooklyn",4.873448276
"Clinton Hill, Boro Zone, Brooklyn","Breezy Point/Fort Tilden/Riis Beach, Boro Zone, Queens",20.7725
"Clinton Hill, Boro Zone, Brooklyn","Briarwood/Jamaica Hills, Boro Zone, Queens",10.34266667
"Clinton Hill, Boro Zone, Brooklyn","Brighton Beach, Boro Zone, Brooklyn",9.994
"Clinton Hill, Boro Zone, Brooklyn","Broad Channel, Boro Zone, Queens",12.67
"Clinton Hill, Boro Zone, Brooklyn","Bronx Park, Boro Zone, Bronx",15.86
"Clinton Hill, Boro Zone, Brooklyn","Brooklyn Heights, Boro Zone, Brooklyn",2.038797251
"Clinton Hill, Boro Zone, Brooklyn","Brooklyn Navy Yard, Boro Zone, Brooklyn",1.508793103
"Clinton Hill, Boro Zone, Brooklyn","Brownsville, Boro Zone, Brooklyn",3.632971014
"Clinton Hill, Boro Zone, Brooklyn","Bushwick North, Boro Zone, Brooklyn",3.214803922
"Clinton Hill, Boro Zone, Brooklyn","Bushwick South, Boro Zone, Brooklyn",2.559425287
"Clinton Hill, Boro Zone, Brooklyn","Cambria Heights, Boro Zone, Queens",19.02666667
"Clinton Hill, Boro Zone, Brooklyn","Canarsie, Boro Zone, Brooklyn",5.7876
"Clinton Hill, Boro Zone, Brooklyn","Carroll Gardens, Boro Zone, Brooklyn",2.726603774
"Clinton Hill, Boro Zone, Brooklyn","Central Harlem, Boro Zone, Manhattan",10.345625
"Clinton Hill, Boro Zone, Brooklyn","Central Harlem North, Boro Zone, Manhattan",12.34060606
"Clinton Hill, Boro Zone, Brooklyn","Central Park, Yellow Zone, Manhattan",10.88777778
"Clinton Hill, Boro Zone, Brooklyn","Chinatown, Yellow Zone, Manhattan",4.343333333
"Clinton Hill, Boro Zone, Brooklyn","City Island, Boro Zone, Bronx",20.69
"Clinton Hill, Boro Zone, Brooklyn","Claremont/Bathgate, Boro Zone, Bronx",12.69333333
"Clinton Hill, Boro Zone, Brooklyn","Clinton East, Yellow Zone, Manhattan",7.373214286
"Clinton Hill, Boro Zone, Brooklyn","Clinton Hill, Boro Zone, Brooklyn",0.941105263
"Clinton Hill, Boro Zone, Brooklyn","Clinton West, Yellow Zone, Manhattan",7.623636364
"Clinton Hill, Boro Zone, Brooklyn","Co-Op City, Boro Zone, Bronx",20.91
"Clinton Hill, Boro Zone, Brooklyn","Cobble Hill, Boro Zone, Brooklyn",2.29
"Clinton Hill, Boro Zone, Brooklyn","Columbia Street, Boro Zone, Brooklyn",3.401428571
"Clinton Hill, Boro Zone, Brooklyn","Coney Island, Boro Zone, Brooklyn",13.415
"Clinton Hill, Boro Zone, Brooklyn","Corona, Boro Zone, Queens",8.345
"Clinton Hill, Boro Zone, Brooklyn","Crotona Park, Boro Zone, Bronx",15.09
"Clinton Hill, Boro Zone, Brooklyn","Crotona Park East, Boro Zone, Bronx",16.384
"Clinton Hill, Boro Zone, Brooklyn","Crown Heights North, Boro Zone, Brooklyn",1.670307018
"Clinton Hill, Boro Zone, Brooklyn","Crown Heights South, Boro Zone, Brooklyn",1.763851351
"Clinton Hill, Boro Zone, Brooklyn","Cypress Hills, Boro Zone, Brooklyn",5.916666667
"Clinton Hill, Boro Zone, Brooklyn","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",1.690881864
"Clinton Hill, Boro Zone, Brooklyn","DUMBO/Vinegar Hill, Boro Zone, Brooklyn",2.243
"Clinton Hill, Boro Zone, Brooklyn","Dyker Heights, Boro Zone, Brooklyn",7.263333333
"Clinton Hill, Boro Zone, Brooklyn","East Chelsea, Yellow Zone, Manhattan",6.292916667
"Clinton Hill, Boro Zone, Brooklyn","East Concourse/Concourse Village, Boro Zone, Bronx",14.03555556
"Clinton Hill, Boro Zone, Brooklyn","East Elmhurst, Boro Zone, Queens",6.835454545
"Clinton Hill, Boro Zone, Brooklyn","East Flatbush/Farragut, Boro Zone, Brooklyn",4.09212766
"Clinton Hill, Boro Zone, Brooklyn","East Flatbush/Remsen Village, Boro Zone, Brooklyn",3.756447368
"Clinton Hill, Boro Zone, Brooklyn","East Harlem North, Boro Zone, Manhattan",10.46625
"Clinton Hill, Boro Zone, Brooklyn","East Harlem South, Boro Zone, Manhattan",11.18389831
"Clinton Hill, Boro Zone, Brooklyn","East New York, Boro Zone, Brooklyn",4.805680272
"Clinton Hill, Boro Zone, Brooklyn","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",4.085633803
"Clinton Hill, Boro Zone, Brooklyn","East Tremont, Boro Zone, Bronx",16.97
"Clinton Hill, Boro Zone, Brooklyn","East Village, Yellow Zone, Manhattan",4.150555556
"Clinton Hill, Boro Zone, Brooklyn","East Williamsburg, Boro Zone, Brooklyn",2.868082192
"Clinton Hill, Boro Zone, Brooklyn","Eastchester, Boro Zone, Bronx",21.29714286
"Clinton Hill, Boro Zone, Brooklyn","Elmhurst, Boro Zone, Queens",7.089
"Clinton Hill, Boro Zone, Brooklyn","Elmhurst/Maspeth, Boro Zone, Queens",6.898
"Clinton Hill, Boro Zone, Brooklyn","Erasmus, Boro Zone, Brooklyn",3.282931034
"Clinton Hill, Boro Zone, Brooklyn","Far Rockaway, Boro Zone, Queens",15.71
"Clinton Hill, Boro Zone, Brooklyn","Financial District North, Yellow Zone, Manhattan",3.66862069
"Clinton Hill, Boro Zone, Brooklyn","Financial District South, Yellow Zone, Manhattan",4.278888889
"Clinton Hill, Boro Zone, Brooklyn","Flatbush/Ditmas Park, Boro Zone, Brooklyn",3.381690141
"Clinton Hill, Boro Zone, Brooklyn","Flatiron, Yellow Zone, Manhattan",5.581833333
"Clinton Hill, Boro Zone, Brooklyn","Flatlands, Boro Zone, Brooklyn",4.818738739
"Clinton Hill, Boro Zone, Brooklyn","Flushing, Boro Zone, Queens",11.33
"Clinton Hill, Boro Zone, Brooklyn","Flushing Meadows-Corona Park, Boro Zone, Queens",10.47
"Clinton Hill, Boro Zone, Brooklyn","Fordham South, Boro Zone, Bronx",18.43
"Clinton Hill, Boro Zone, Brooklyn","Forest Hills, Boro Zone, Queens",8.810833333
"Clinton Hill, Boro Zone, Brooklyn","Forest Park/Highland Park, Boro Zone, Queens",5.11
"Clinton Hill, Boro Zone, Brooklyn","Fort Greene, Boro Zone, Brooklyn",1.399458298
"Clinton Hill, Boro Zone, Brooklyn","Garment District, Yellow Zone, Manhattan",6.750434783
"Clinton Hill, Boro Zone, Brooklyn","Glen Oaks, Boro Zone, Queens",17.59
"Clinton Hill, Boro Zone, Brooklyn","Glendale, Boro Zone, Queens",5.952666667
"Clinton Hill, Boro Zone, Brooklyn","Gowanus, Boro Zone, Brooklyn",2.330661157
"Clinton Hill, Boro Zone, Brooklyn","Gramercy, Yellow Zone, Manhattan",14.21772727
"Clinton Hill, Boro Zone, Brooklyn","Gravesend, Boro Zone, Brooklyn",11.84157895
"Clinton Hill, Boro Zone, Brooklyn","Greenpoint, Boro Zone, Brooklyn",3.947692308
"Clinton Hill, Boro Zone, Brooklyn","Greenwich Village North, Yellow Zone, Manhattan",4.516153846
"Clinton Hill, Boro Zone, Brooklyn","Greenwich Village South, Yellow Zone, Manhattan",4.295
"Clinton Hill, Boro Zone, Brooklyn","Grymes Hill/Clifton, Boro Zone, Staten Island",18.3
"Clinton Hill, Boro Zone, Brooklyn","Hamilton Heights, Boro Zone, Manhattan",10.16
"Clinton Hill, Boro Zone, Brooklyn","Hammels/Arverne, Boro Zone, Queens",15.4475
"Clinton Hill, Boro Zone, Brooklyn","Highbridge, Boro Zone, Bronx",15.549
"Clinton Hill, Boro Zone, Brooklyn","Highbridge Park, Boro Zone, Manhattan",14.45
"Clinton Hill, Boro Zone, Brooklyn","Hillcrest/Pomonok, Boro Zone, Queens",11.65571429
"Clinton Hill, Boro Zone, Brooklyn","Hollis, Boro Zone, Queens",15.27
"Clinton Hill, Boro Zone, Brooklyn","Homecrest, Boro Zone, Brooklyn",6.6225
"Clinton Hill, Boro Zone, Brooklyn","Howard Beach, Boro Zone, Queens",5.82
"Clinton Hill, Boro Zone, Brooklyn","Hudson Sq, Yellow Zone, Manhattan",4.217142857
"Clinton Hill, Boro Zone, Brooklyn","Hunts Point, Boro Zone, Bronx",23.78
"Clinton Hill, Boro Zone, Brooklyn","Inwood, Boro Zone, Manhattan",16.68333333
"Clinton Hill, Boro Zone, Brooklyn","Jackson Heights, Boro Zone, Queens",6.718181818
"Clinton Hill, Boro Zone, Brooklyn","Jamaica, Boro Zone, Queens",11.0184
"Clinton Hill, Boro Zone, Brooklyn","Jamaica Estates, Boro Zone, Queens",13.35
"Clinton Hill, Boro Zone, Brooklyn","JFK Airport, Airports, Queens",11.94
"Clinton Hill, Boro Zone, Brooklyn","Kensington, Boro Zone, Brooklyn",4.204736842
"Clinton Hill, Boro Zone, Brooklyn","Kew Gardens, Boro Zone, Queens",10.54
"Clinton Hill, Boro Zone, Brooklyn","Kew Gardens Hills, Boro Zone, Queens",0
"Clinton Hill, Boro Zone, Brooklyn","Kingsbridge Heights, Boro Zone, Bronx",8.16
"Clinton Hill, Boro Zone, Brooklyn","Kips Bay, Yellow Zone, Manhattan",5.963802817
"Clinton Hill, Boro Zone, Brooklyn","LaGuardia Airport, Airports, Queens",9.652380952
"Clinton Hill, Boro Zone, Brooklyn","Laurelton, Boro Zone, Queens",13.03666667
"Clinton Hill, Boro Zone, Brooklyn","Lenox Hill East, Yellow Zone, Manhattan",8.802903226
"Clinton Hill, Boro Zone, Brooklyn","Lenox Hill West, Yellow Zone, Manhattan",9.119130435
"Clinton Hill, Boro Zone, Brooklyn","Lincoln Square East, Yellow Zone, Manhattan",9
"Clinton Hill, Boro Zone, Brooklyn","Lincoln Square West, Yellow Zone, Manhattan",9.344
"Clinton Hill, Boro Zone, Brooklyn","Little Italy/NoLiTa, Yellow Zone, Manhattan",3.372105263
"Clinton Hill, Boro Zone, Brooklyn","Long Island City/Hunters Point, Boro Zone, Queens",5.389375
"Clinton Hill, Boro Zone, Brooklyn","Long Island City/Queens Plaza, Boro Zone, Queens",6.3404
"Clinton Hill, Boro Zone, Brooklyn","Longwood, Boro Zone, Bronx",13.175
"Clinton Hill, Boro Zone, Brooklyn","Lower East Side, Yellow Zone, Manhattan",3.467758621
"Clinton Hill, Boro Zone, Brooklyn","Madison, Boro Zone, Brooklyn",6.596190476
"Clinton Hill, Boro Zone, Brooklyn","Manhattan Beach, Boro Zone, Brooklyn",11.07
"Clinton Hill, Boro Zone, Brooklyn","Manhattan Valley, Yellow Zone, Manhattan",11.556
"Clinton Hill, Boro Zone, Brooklyn","Manhattanville, Boro Zone, Manhattan",5.75
